,ID,Description,GeneRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0048634,GO:0048634,regulation of muscle organ development,46/812,0.000147838,0.001500342,0.001033811,CYP26B1/GPC1/FGFR2/HDAC4/FGFR1/TP73/KCNK2/TBX5/TLL2/FGF9/FGF8/SOX6/MYF6/RGS4/TBX2/TWIST1/EFNB2/BMP4/MYOD1/MEGF10/NOTCH1/PAK1/WNT3A/EPHB1/NRG1/SFMBT1/TBX20/SHH/SOX17/GREM1/SMAD3/SHOX2/ZFPM2/BCL2/NR1D2/NEUROG1/NKX2-5/TBX1/FGF3/DLL1/MIR1-1/MIR200B/ACTN3/ERBB3/SIX4/TIFAB,46
GO:0035296,GO:0035296,regulation of tube diameter,43/812,0.000147887,0.001500342,0.001033811,CD38/TBXA2R/NOS1/CHGA/COMP/P2RX1/HRH2/ECE1/ADRA1A/DOCK4/KCNA5/TRPM4/MTNR1B/EDNRB/ADCYAP1/EGFR/DOCK5/HTR7/KCNMA1/ACE/NPPC/UCN/AVPR1A/PTAFR/DRD5/ADRA1B/PTPRM/LEP/FOXC2/HTR1A/SLC8A1/PLA2G6/ADRB3/HRH1/BMPR2/PTGS2/HMOX1/APOE/ACE2/F2RL1/ADORA2B/HTR1D/KEL,43
GO:0097746,GO:0097746,regulation of blood vessel diameter,43/812,0.000147887,0.001500342,0.001033811,CD38/TBXA2R/NOS1/CHGA/COMP/P2RX1/HRH2/ECE1/ADRA1A/DOCK4/KCNA5/TRPM4/MTNR1B/EDNRB/ADCYAP1/EGFR/DOCK5/HTR7/KCNMA1/ACE/NPPC/UCN/AVPR1A/PTAFR/DRD5/ADRA1B/PTPRM/LEP/FOXC2/HTR1A/SLC8A1/PLA2G6/ADRB3/HRH1/BMPR2/PTGS2/HMOX1/APOE/ACE2/F2RL1/ADORA2B/HTR1D/KEL,43
GO:0042481,GO:0042481,regulation of odontogenesis,13/812,0.000148784,0.001500342,0.001033811,DMRT3/FGF8/WNT6/RUNX2/BMP4/TFAP2A/RSPO2/MSX1/SHH/CD34/SP6/PAX9/AMTN,13
GO:0050926,GO:0050926,regulation of positive chemotaxis,13/812,0.000148784,0.001500342,0.001033811,F7/FGF10/ANGPT2/F3/KDR/NTRK3/CDH13/VEGFC/SMAD3/AZU1/NTF3/F2RL1/SCG2,13
GO:0060037,GO:0060037,pharyngeal system development,13/812,0.000148784,0.001500342,0.001033811,ISL1/PLXNA2/GATA3/FGF8/ECE1/BMP4/NKX2-6/NKX2-5/TBX1/PTCH1/BMPR2/SIX4/RIPPLY3,13
GO:0099560,GO:0099560,synaptic membrane adhesion,13/812,0.000148784,0.001500342,0.001033811,IGSF9B/PTPRS/MDGA1/PCDH17/SLITRK3/PCDH8/PTPRF/NTNG1/LRFN5/SLITRK1/NRXN1/EFNA5/IL1RAP,13
GO:0031649,GO:0031649,heat generation,10/812,0.000154166,0.001552099,0.001069475,PTGER3/IL1A/CNR1/IL1B/SLC27A1/EDNRB/TNFRSF11A/PTGS2/NMU/TNF,10
GO:0060428,GO:0060428,lung epithelium development,16/812,0.000154637,0.001554338,0.001071017,FGFR2/FGF10/HOXA5/AGR2/BMP4/SOX9/NKX2-1/STRA6/ASCL1/SHH/ADAMTSL2/GRHL2/SPDEF/FOXA1/FOXJ1/WNT7B,16
GO:0032496,GO:0032496,response to lipopolysaccharide,84/812,0.000155239,0.001557878,0.001073456,TAC1/TBXA2R/NOS2/MGST1/FMO1/SLC11A1/ABCC2/TNIP3/CASP8/SBNO2/FGFR2/FGF10/OPRK1/GSTP1/NOS1/NFKBIA/HCK/MAPK3/HDAC5/OPRM1/PDE4D/PLSCR4/FOXP1/CNR1/GHSR/PTGFR/IL1B/CCR7/EPO/PTPN22/HAVCR2/EDNRB/IL1RN/CASP1/SMAD6/TNFRSF11A/SNCA/STAR/LCN2/NOTCH1/IL18/BMP6/PRKCA/ABR/ALPL/VCAM1/CAPN2/HPGD/GJB2/TNIP2/PTAFR/FOS/PRKCE/PENK/PDE4B/HSF1/SIGIRR/ATP4B/LITAF/SRC/ELANE/LYN/PTGS2/P2RX7/CEBPE/LILRB1/CCL2/PF4V1/IL10RA/LY86/KMO/SLPI/PCK1/CXCL6/CD68/LILRB2/CD180/CD36/CCR5/CX3CR1/S100A14/TNF/LILRA2/UGT1A1,84
GO:0030316,GO:0030316,osteoclast differentiation,32/812,0.000156069,0.001563697,0.001077466,SBNO2/CLDN18/GNAS/EFNA2/SFRP1/TCIRG1/IL23A/FOXP1/GLO1/TNFRSF11A/EPHA2/POU4F2/POU4F1/LRRK1/CARTPT/FBN1/FOS/FAM20C/CSF1R/ANXA2/MITF/NF1/SRC/MAFB/BGLAP/SNX10/LILRB1/CCR1/DCSTAMP/LILRB4/LILRB3/TNF,32
GO:0032872,GO:0032872,regulation of stress-activated MAPK cascade,64/812,0.000157662,0.00157712,0.001086716,WNT16/SPAG9/FLT4/MAP4K4/PHLPP1/OPRK1/GSTP1/MECOM/MAPK3/AXIN1/SFRP1/STK3/RAPGEF1/FZD10/EPHA4/DUSP1/MAPK8IP1/UNC5CL/KLHL31/IL1B/CCR7/MAP2K2/TRAF2/PTPN22/TAOK3/IL1RN/MAPK8IP3/IGF1R/TNFRSF11A/MAP3K6/SFRP2/EGFR/MFHAS1/PAK1/FOXO1/TNIK/SH3RF1/EPHB1/TIAM1/SH3RF2/GDF6/XDH/FGF19/HAND2/GRIK2/ULK4/ZEB2/SH3RF3/TLR6/LEP/HRAS/ERN1/MAP3K5/FCGR2B/MAP4K1/ERN2/MARVELD3/FGD2/NCF1/F2RL1/PBK/RASGRP1/WNT7B/TNF,64
GO:0036037,GO:0036037,"CD8-positive, alpha-beta T cell activation",12/812,0.000159375,0.001584106,0.001091529,RUNX3/CBFB/MAPK8IP1/PAX1/SH3RF1/RUNX1/EOMES/BCL2/LILRB1/TNFSF8/NCKAP1L/GPR18,12
GO:0060445,GO:0060445,branching involved in salivary gland morphogenesis,12/812,0.000159375,0.001584106,0.001091529,PLXND1/BTBD7/FGFR2/FGF10/SEMA3C/FGFR1/LAMA1/FGF8/PLXNA1/SHH/ESRP2/TNF,12
GO:0072170,GO:0072170,metanephric tubule development,12/812,0.000159375,0.001584106,0.001091529,SOX8/WWTR1/ACAT1/PAX2/CALB1/SOX9/PAX8/OSR1/FAT4/POU3F3/LIF/WNT7B,12
GO:0072243,GO:0072243,metanephric nephron epithelium development,12/812,0.000159375,0.001584106,0.001091529,SOX8/WWTR1/ACAT1/PAX2/CALB1/SOX9/PAX8/OSR1/FAT4/POU3F3/LIF/WNT7B,12
GO:0007193,GO:0007193,adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway,30/812,0.000160572,0.001593202,0.001097797,OPRK1/PALM/HRH3/OPRM1/GRM6/NPR3/GNAI2/OPRD1/GRM4/ADCY4/ADCY3/GNAL/DRD2/ADCY8/ADCY9/GRIK3/NPY1R/ADCY1/GPR37/ADCY5/HTR1A/SSTR2/CHRM4/CHRM2/NPY2R/GRM7/GABBR1/S1PR3/P2RY12/HTR1D,30
GO:0021766,GO:0021766,hippocampus development,28/812,0.000161311,0.001593202,0.001097797,NCOA1/LHX5/SLC32A1/PTPRS/GLI3/KCNA1/NR2E1/KDM6B/BCAN/NKX2-1/DLX1/TMEM108/EPHA5/FEZ1/KIRREL3/FEZF2/WNT3A/LMX1A/NEUROD1/MFSD2A/ZEB2/EMX2/DCLK2/ALK/CDK5R2/ID4/DAB1/NEFL,28
GO:0048708,GO:0048708,astrocyte differentiation,28/812,0.000161311,0.001593202,0.001097797,SOX8/PAX6/LAMC3/MT3/MAPK3/SOX6/NR2E1/EPHA4/LRP1/SOX9/IL1B/NKX2-2/LDLR/NTRK3/TTBK1/EGFR/NOTCH1/TAL1/SHH/ID4/DAB1/MAPT/NF1/DLL1/MAG/LIF/C1QA/TNF,28
GO:0003215,GO:0003215,cardiac right ventricle morphogenesis,11/812,0.000162652,0.00160138,0.001103432,ISL1/SEMA3C/PPP1R13L/GATA3/HAND1/NOTCH1/HAND2/TBX20/ZFPM2/NKX2-5/FOXH1,11
GO:0043586,GO:0043586,tongue development,11/812,0.000162652,0.00160138,0.001103432,CYP26B1/GLI3/HOXC13/PRDM16/EGFR/HAND2/BNC2/NKX2-6/TBX1/SIX4/NTF4,11
GO:0050921,GO:0050921,positive regulation of chemotaxis,41/812,0.000164225,0.001614321,0.001112349,CCL26/F7/FGF10/FGFR1/LGMN/MAPK3/MET/RARRES2/IL23A/CCR6/SMOC2/THBS4/F3/CCR7/KDR/DYSF/RAC1/ADAM10/NTRK3/CDH13/SLIT2/VEGFC/TIAM1/SMAD3/DSCAM/C3AR1/AZU1/CAMK1D/NTF3/STK39/BMPR2/CCR2/NCKAP1L/PLA2G7/CCR1/F2RL1/P2RY12/SCG2/S100A14/AIF1/CCL4,41
GO:0008543,GO:0008543,fibroblast growth factor receptor signaling pathway,36/812,0.000170567,0.001668775,0.00114987,GPC1/FGFR2/FGF10/FGF22/FGF4/FGFR1/FGF9/MAPK3/GATA3/FGF8/SMOC2/FGF1/FGF12/RUNX2/FGFRL1/KL/SPRY2/FGF5/PRDM14/CREB3L1/FGF19/SPRY1/OTX2/HNRNPF/SHCBP1/FAM20C/GRB2/FLRT2/FGF3/SPRY4/FAT4/MIR1-1/TRIM71/ESRP2/ESRP1/FGFBP1,36
GO:0042035,GO:0042035,regulation of cytokine biosynthetic process,36/812,0.000170567,0.001668775,0.00114987,MAP2K3/TRIB2/GATA3/IL1A/TNFRSF8/GHSR/IL1B/IGF2BP3/IRF4/CEBPG/IGF2BP1/PTAFR/AZU1/TLR6/ZFPM1/SIGIRR/ELANE/CARD11/PTPRC/HMOX1/TLR8/LILRB1/EBI3/CCR2/EREG/FOXJ1/RNF128/NLRP12/CYBB/CX3CR1/CLEC7A/TLR7/SPN/CD3E/LTB/TNF,36
GO:0045446,GO:0045446,endothelial cell differentiation,36/812,0.000170567,0.001668775,0.00114987,COL23A1/TNFRSF1A/PTPRS/ETV2/MET/RAPGEF1/PDE4D/TJP2/BMP4/IL1B/KDR/KDM6B/NOTCH1/BMP6/NRG1/XDH/F11R/PDPN/SOX17/MYADM/ANXA2/COL18A1/CLDN5/DLL1/MIR1-1/SOX18/BMPR2/NOTCH4/MIR150/S1PR3/CEACAM1/ID1/MARVELD2/F2RL1/WNT7B/TNF,36
GO:0072593,GO:0072593,reactive oxygen species metabolic process,74/812,0.00017334,0.001693249,0.001166734,CFLAR/NOS2/HDAC4/RORA/PAX2/HSP90AA1/GSTP1/HBQ1/NOX4/MT3/NOS1/GNAI2/CDKN1A/IL1B/IFI6/PXDN/SESN2/RAC1/TFAP2A/CYP1B1/FBLN5/DUOXA1/DUOXA2/DUOX2/SNCA/EGFR/FOXO1/DDAH1/XDH/FANCC/HK2/ITGB2/SLC18A2/SMAD3/DRD5/ITGAM/SLC25A33/BCL2/CD34/TLR6/LEP/SH3PXD2B/PARL/BNIP3/GRIN1/GRB2/NQO1/IMMP2L/MAPT/SLC30A10/BCO2/HBM/DDAH2/EIF6/PTGS2/P2RX7/NCF4/TPO/NCF2/ACE2/CD36/MMP3/NCF1/F2RL1/CYBB/NCF1C/CX3CR1/CLEC7A/ABCD2/NCF1B/HBA2/AIF1/HBA1/TNF,74
GO:0010810,GO:0010810,regulation of cell-substrate adhesion,59/812,0.000174923,0.001706043,0.00117555,EPHA3/LIMCH1/MAP4K4/SLC9A1/ITGA6/ANGPT2/FERMT1/ARHGEF7/FOXF1/SFRP1/AGR2/COL1A1/CORO1C/GCNT2/SMOC2/NID1/HOXA7/LRP1/CCR7/MACF1/KDR/RAC1/CDH13/TBCD/RASA1/DOCK5/NOTCH1/SPOCK1/THY1/PDPN/FBLN2/EDIL3/EGFLAM/SMAD3/FAM107A/NPNT/ONECUT1/PRKCE/BCL2/MYADM/EMILIN3/EFNA5/CIB1/NPY2R/VWC2/AJAP1/NF1/SRC/S100A10/ARL2/EMP2/ITGA3/CEACAM6/ONECUT2/CD36/PTPRO/NDNF/CD3E/MMP12,59
GO:0035150,GO:0035150,regulation of tube size,43/812,0.000175677,0.001710723,0.001178774,CD38/TBXA2R/NOS1/CHGA/COMP/P2RX1/HRH2/ECE1/ADRA1A/DOCK4/KCNA5/TRPM4/MTNR1B/EDNRB/ADCYAP1/EGFR/DOCK5/HTR7/KCNMA1/ACE/NPPC/UCN/AVPR1A/PTAFR/DRD5/ADRA1B/PTPRM/LEP/FOXC2/HTR1A/SLC8A1/PLA2G6/ADRB3/HRH1/BMPR2/PTGS2/HMOX1/APOE/ACE2/F2RL1/ADORA2B/HTR1D/KEL,43
GO:0045058,GO:0045058,T cell selection,19/812,0.000179655,0.001741315,0.001199854,TBX21/GLI3/GATA3/IL23A/CCR7/BCL11B/DOCK2/IRF4/CD1D/SHH/BCL2/ZFPM1/CARD11/PTPRC/ZAP70/CD3G/THEMIS/SPN/CD3E,19
GO:0060986,GO:0060986,endocrine hormone secretion,19/812,0.000179655,0.001741315,0.001199854,TAC1/GAL/FGFR1/OPRK1/GNAS/RAB11FIP3/GATA3/POMC/IL1B/TBX3/CRHBP/CRH/BMP6/UCN/RAB8B/GALR1/LEP/FOXL2/KISS1,19
GO:0062237,GO:0062237,protein localization to postsynapse,19/812,0.000179655,0.001741315,0.001199854,STX1B/CACNG7/KIF17/GHSR/SNAP25/ADAM10/CACNG8/DLG2/GRIP1/GRIN2C/GRASP/KIF5C/CPLX1/CLSTN1/HRAS/GRIN1/GPC6/SHISA6/CACNG3,19
GO:0042755,GO:0042755,eating behavior,15/812,0.000182097,0.001762245,0.001214276,OPRK1/OPRM1/OPRD1/GHSR/TCF15/ATP8A2/UCHL1/NAPEPLD/NPY5R/TRH/LEP/CCK/BSX/NMU/GDF15,15
GO:0045453,GO:0045453,bone resorption,23/812,0.00018446,0.001782356,0.001228133,CD38/IL20RA/CLDN18/NOX4/CSK/TCIRG1/RAC1/TNFRSF11A/EGFR/ADAM8/PRKCA/LRRK1/CARTPT/LTBP3/CSF1R/NF1/SRC/BGLAP/ITGB3/SNX10/P2RX7/IHH/DCSTAMP,23
GO:0097553,GO:0097553,calcium ion transmembrane import into cytosol,42/812,0.000185649,0.001791068,0.001234136,NOS1/JPH4/ITPR3/NTSR1/CORO1A/TRPA1/GRIN2D/PDE4D/RAMP3/ITPR2/CCR7/PLCB2/PLCE1/SNCA/ANK2/DRD2/PLCH2/PLCB3/CACNA1C/THY1/JPH3/GRIN2C/TPCN2/PRKCE/GRIN1/SLC8A1/RASA3/RYR1/HTT/RYR2/RYR3/MIR1-1/LIME1/LYN/GRIN2B/PTPRC/P2RX7/CEMIP/JPH1/PLCH1/MCOLN2/CCR5,42
GO:0021532,GO:0021532,neural tube patterning,17/812,0.00018939,0.001821533,0.001255128,PAX6/PAX7/GLI2/KDM2B/GLI3/FGF8/SUFU/BMP4/WNT3A/EN1/SHH/SOX17/GBX2/HES3/PTCH1/TRAF3IP1/FOXA1,17
GO:0045124,GO:0045124,regulation of bone resorption,17/812,0.00018939,0.001821533,0.001255128,CD38/IL20RA/CLDN18/CSK/TNFRSF11A/EGFR/ADAM8/PRKCA/CARTPT/LTBP3/CSF1R/NF1/SRC/BGLAP/ITGB3/P2RX7/DCSTAMP,17
GO:0099175,GO:0099175,regulation of postsynapse organization,32/812,0.000193363,0.001856877,0.001279482,NGEF/DNM1L/NRCAM/CBLN1/PTPRS/CAPRIN2/CUX2/EPHA4/NRP2/GHSR/ITPKA/ADAM10/NTRK3/TIAM1/CDH2/BAIAP2/NRXN1/SHISA7/SHISA6/IL1RAP/SIPA1L1/DNM3/ARC/GRIN2B/SRCIN1/FCGR2B/APOE/LILRB2/ABHD17C/SLC7A11/EFNA1/ZNF804A,32
GO:0050773,GO:0050773,regulation of dendrite development,44/812,0.000196301,0.001879308,0.001294938,HECW1/SARM1/FSTL4/SEZ6/NGEF/CHRNA3/DNM1L/PTPRS/COBL/CPEB3/CAPRIN2/CUX2/NR2E1/TLX2/EPHA4/NEUROG3/ITPKA/ADAM10/SDK1/TNIK/TIAM1/SHANK1/SHANK2/CSMD3/SDC2/ALK/KNDC1/FBXW8/BAIAP2/GRIN1/CAMK1D/DCC/SEMA4D/SIPA1L1/DNM3/ARC/CUX1/CYFIP1/SRCIN1/BCL11A/RAB17/ID1/APOE/EFNA1,44
GO:0060041,GO:0060041,retina development in camera-type eye,44/812,0.000196301,0.001879308,0.001294938,SOX8/PAX6/TFAP2B/LAMC3/PAX2/VSX1/LAMA1/CALB1/SLC17A7/LHX2/TCIRG1/TULP1/NR2E1/GRM6/GNAT1/NEUROD4/SOX9/RAB11FIP4/ATP8A2/PDGFRA/TFAP2A/CYP1B1/SIX3/DLX1/SDK1/POU4F2/THY1/MEGF11/SKI/LRP5/NEUROD1/HCN1/RET/PTF1A/DSCAM/PTPRM/IRX5/FJX1/COL4A1/DLL1/BMPR2/LHX1/USH1C/IHH,44
GO:0006937,GO:0006937,regulation of muscle contraction,49/812,0.000197533,0.001888205,0.001301069,TBXA2R/KCNQ1/PKP2/HDAC4/CHRNA3/NOS1/SLC9A1/CHGA/SMAD7/P2RX1/KCNA1/PDE4D/TACR1/TNNI3K/TNNT2/ADRA1A/GHSR/DOCK4/TRPM4/TNNT3/MYBPC3/PLCE1/PDE5A/ANK2/DOCK5/CACNA1C/KCNMA1/ATP1A1/UCN/NPNT/PTAFR/TACR3/ADRA1B/SSTR2/CHRM2/SLC8A1/NKX2-5/SETD3/PDE4B/NPY2R/RYR2/MIR1-1/ACTN3/SCN4A/PTGS2/NMU/ACE2/ATP1B1/ADORA2B,49
GO:0048641,GO:0048641,regulation of skeletal muscle tissue development,20/812,0.000200362,0.001912324,0.001317688,CYP26B1/GPC1/HDAC4/TLL2/MYF6/TWIST1/MYOD1/MEGF10/WNT3A/EPHB1/SHH/SOX17/SHOX2/BCL2/NR1D2/TBX1/DLL1/MIR1-1/ACTN3/SIX4,20
GO:0045778,GO:0045778,positive regulation of ossification,30/812,0.000201047,0.001915933,0.001320175,TAC1/TP63/GNAS/GLI3/ZBTB16/RUNX2/BMP4/KL/TFAP2A/FBN2/OSR1/SFRP2/BMP6/LRP5/PKDCC/NPPC/OSR2/NELL1/SMAD3/NPNT/SOX11/FAM20C/CTNNBIP1/SLC8A1/IFITM1/BMPR2/CLIC1/P2RX7/MSX2/WNT7B,30
GO:1901653,GO:1901653,cellular response to peptide,95/812,0.000201794,0.001920116,0.001323057,CFLAR/ARID1B/BCAR1/CAMK2A/SREBF1/ACTN2/GSTP1/AKR1B1/PXN/SLC9A1/SORBS1/LGMN/KLF5/SMPD3/TSC2/CSK/PIK3R2/GRB10/CRHR2/RARRES2/GCK/HDAC5/GAB1/TCIRG1/APOBEC1/CCND3/GNAI2/ITGA4/EPHA4/ARHGEF2/SOCS2/GHSR/LRP1/IL1B/ADCY4/MAP1B/PTPRE/KL/PTPN22/SORL1/ADCY3/LHCGR/IGF1R/CACNA1A/PARP1/CRHBP/STAR/PAK1/FOXO1/POU4F2/ADCY8/ADCY9/VCAM1/NKX6-1/ADCY1/GJB2/VWA2/RAB8B/FBN1/PRKCB/GRM5/IRS1/SLC25A33/ADCY5/TLR6/LEP/LPL/BAIAP2/FOXC2/TRIM72/GRB2/SOCS3/HSF1/SP1/BACE1/EIF4EBP1/PRKAR1B/SLC30A10/SRC/MYO1C/APRT/MIR200A/CPEB1/BGLAP/LYN/CYFIP1/BAIAP2L1/FCGR2B/CEACAM1/KLF1/PCK1/ID1/GDF15/CD36/AHSG,95
GO:0060415,GO:0060415,muscle tissue morphogenesis,28/812,0.00020455,0.001941606,0.001337864,PAX7/ISL1/MYOM2/PKP2/COL11A1/FGFR2/SIRT6/SMAD7/MYF6/HAND1/TNNT2/MYBPC3/NOTCH1/POU4F1/NRG1/ACTC1/TBX20/SHOX2/ZFPM2/FOXC2/ZFPM1/NKX2-5/TBX1/RXRA/MYH6/RYR2/MYOM3/FOXH1,28
GO:0060402,GO:0060402,calcium ion transport into cytosol,46/812,0.000204674,0.001941606,0.001337864,NOS1/JPH4/ITPR3/NTSR1/CORO1A/TRPA1/GRIN2D/PDE4D/ADRA1A/RAMP3/ITPR2/CCR7/EPO/PLCB2/PLCE1/SNCA/ANK2/DRD2/PLCH2/PLCB3/CACNA1C/THY1/JPH3/GRIN2C/TPCN2/PRKCE/BCL2/GRIN1/SLC8A1/RASA3/P2RX2/RYR1/HTT/RYR2/RYR3/MIR1-1/LIME1/LYN/GRIN2B/PTPRC/P2RX7/CEMIP/JPH1/PLCH1/MCOLN2/CCR5,46
GO:0042326,GO:0042326,negative regulation of phosphorylation,112/812,0.000212356,0.002011425,0.001385973,PAX6/MLXIPL/WWTR1/LMO3/HDAC4/TRIB2/SIRT6/GSTP1/MECOM/TESC/PTK6/SMAD7/TSC2/CSK/SFRP1/RASIP1/PIK3R2/PRKAG2/RAPGEF1/DVL1/SNX25/CORO1C/DUSP16/PDE4D/CBLB/EIF4G1/RGS4/DUSP1/MAPK8IP1/TWIST1/CDKN2C/PMEPA1/KLHL31/CDKN1A/BMP4/IL1B/CBFA2T3/SH3BP5/PTPN22/TAOK3/SPRY2/SORL1/SMAD6/IGF1R/NTRK3/RPTOR/CBLC/SLIT2/SNCA/SFRP2/IGFBP3/DRD2/FOXO1/GPD1L/PTPRR/THY1/ANGPT1/LRRK1/UCHL1/FLCN/GNAQ/SH3RF2/XDH/LRP5/RNF149/SPRY1/FBP1/WNK2/GREM1/MIDN/GFRA2/PKIG/RGS14/INSM1/NLRP6/SFN/MYADM/SOCS3/CIB1/SMYD3/NTF3/MAPT/SPRY4/SEMA4D/PRKAR1B/SPRED3/PTPRT/NF1/INPP5F/TRAF3IP1/TRIM27/ACTN3/LYN/DUSP14/SRCIN1/GPRC5A/CEACAM1/PTPRC/P2RX7/FOXA2/LIF/APOE/MARVELD3/NLRP12/AHSG/SAMSN1/CAMK2N1/F2RL1/PSCA/CD300A/PBK/EFNA1,112
GO:0050863,GO:0050863,regulation of T cell activation,80/812,0.000212932,0.002013816,0.001387621,MAD1L1/CYP26B1/RUNX3/PRDM1/CBFB/TBX21/GLI2/NFATC2/SMAD7/CORO1A/CSK/GLI3/DOCK8/GATA3/ZMIZ1/ZBTB16/CD5/IL23A/IGFBP2/IL1RL2/MAPK8IP1/EFNB2/BMP4/IL1B/CCR7/EPO/PTPN22/VTCN1/HAVCR2/GPNMB/RAC1/IRF4/PDE5A/PAK1/IL18/ADAM8/THY1/SH3RF1/CD1D/RUNX1/VCAM1/SHH/CCDC88B/IL20RB/LEP/GRB2/EGR3/CLEC4G/PDCD1/SRC/CARD11/LYN/FCGR2B/CEACAM1/PTPRC/LILRB1/RASAL3/EBI3/TNFSF8/CCL2/ZAP70/TMEM131L/CCR2/SASH3/NCKAP1L/FOXJ1/LILRB2/SPINK5/SIT1/TNFAIP8L2/IHH/CD300A/RASGRP1/CLECL1/BTLA/LILRB4/SPN/CD3E/CR1/AIF1,80
GO:0007266,GO:0007266,Rho protein signal transduction,56/812,0.000217524,0.002044641,0.001408861,TRIO/PREX2/RASGRF1/NGEF/ARHGEF10L/CELSR1/ARHGEF1/ARHGEF7/ARHGEF10/ARHGEF18/RASIP1/MET/ARHGEF17/KCTD10/RASGRF2/ARHGEF2/ADRA1A/MCF2L/ARHGEF16/VAV3/ARHGEF4/RAC1/RHOF/CDH13/ARHGEF19/ABL2/TIAM2/GNA12/ITGB1/EPS8/FARP1/OBSCN/FGD5/FLCN/TIAM1/ABR/VAV2/PDPN/CDC42EP5/ROBO1/PLEKHG5/SPATA13/PLEKHG7/ITSN2/ARHGDIG/ITGA3/PLEKHG6/WAS/GPR18/APOE/EPS8L1/GPR65/FGD2/F2RL1/GPR35/EPS8L3,56
GO:1990845,GO:1990845,adaptive thermogenesis,45/812,0.00021774,0.002044641,0.001408861,SIRT6/GNAS/SCD/ZNF423/NOVA2/GRB10/PHOX2B/LAMA4/NPR3/LEPR/G0S2/KDM6B/IRF4/SORL1/TLE3/IGF1R/ADCYAP1/PRDM16/PTH2R/PLAC8/PDGFC/LCN2/NOTCH1/IL18/ACSL1/ADAMTS5/FLCN/PLCL2/ACOT11/SLN/KSR2/LEP/CIDEA/FOXC2/HOXC10/EHMT1/HSF1/ADRB3/ESRRG/EBF2/ACTN3/CCR2/ID1/CD36/DIO2,45
GO:0003229,GO:0003229,ventricular cardiac muscle tissue development,21/812,0.000217826,0.002044641,0.001408861,ISL1/PKP2/COL11A1/FGFR2/TBX5/SMAD7/PPP1R13L/HAND1/TNNT2/MYBPC3/TBX3/NOTCH1/POU4F1/NRG1/ZFPM2/FOXC2/NKX2-5/RXRA/MYH6/RYR2/FOXH1,21
GO:0060042,GO:0060042,retina morphogenesis in camera-type eye,21/812,0.000217826,0.002044641,0.001408861,SOX8/TFAP2B/VSX1/CALB1/SOX9/ATP8A2/TFAP2A/SDK1/THY1/MEGF11/LRP5/HCN1/PTF1A/DSCAM/PTPRM/IRX5/FJX1/DLL1/LHX1/USH1C/IHH,21
GO:0003207,GO:0003207,cardiac chamber formation,8/812,0.000219139,0.002044641,0.001408861,TBX5/HAND1/TBX2/NOTCH1/HAND2/TBX20/SOX11/NKX2-5,8
GO:0038180,GO:0038180,nerve growth factor signaling pathway,8/812,0.000219139,0.002044641,0.001408861,CORO1A/RAPGEF1/NGF/BDNF/NTF3/MAGI2/NTRK1/NTF4,8
GO:0043383,GO:0043383,negative T cell selection,8/812,0.000219139,0.002044641,0.001408861,GLI3/CCR7/DOCK2/SHH/PTPRC/ZAP70/THEMIS/CD3E,8
GO:0051481,GO:0051481,negative regulation of cytosolic calcium ion concentration,8/812,0.000219139,0.002044641,0.001408861,LRP1/KCNA5/MTNR1B/DRD2/SMAD3/KCNK3/SLC8A1/RYR3,8
GO:0060442,GO:0060442,branching involved in prostate gland morphogenesis,8/812,0.000219139,0.002044641,0.001408861,FGFR2/ESR1/SFRP1/BMP4/HOXD13/HOXB13/SHH/RXRA,8
GO:0003197,GO:0003197,endocardial cushion development,18/812,0.00022115,0.002054193,0.001415443,ISL1/TBX5/FOXF1/FGF8/TBX2/TWIST1/SNAI1/BMP4/SOX9/GATA5/NOTCH1/MSX1/HEYL/TBX20/ROBO1/BMPR2/ERBB3/MSX2,18
GO:0010463,GO:0010463,mesenchymal cell proliferation,18/812,0.00022115,0.002054193,0.001415443,FGFR2/FGF4/FGFR1/FGF9/FOXF1/PRRX1/BMP4/SOX9/OSR1/LRP5/MSX1/HAND2/SHH/SHOX2/CTNNBIP1/TBX1/FAT4/IHH,18
GO:0044060,GO:0044060,regulation of endocrine process,18/812,0.00022115,0.002054193,0.001415443,TAC1/GAL/FGFR1/OPRK1/GNAS/RAB11FIP3/POMC/IL1B/CRHBP/CRH/BMP6/UCN/RAB8B/GALR1/LEP/FOXL2/F2RL1/KISS1,18
GO:0015718,GO:0015718,monocarboxylic acid transport,47/812,0.000225004,0.002085269,0.001436856,ABCB4/NOS2/SLC6A13/ABCC2/NCOA1/SLC16A8/NTSR1/SLC32A1/PRKAG2/SLC6A12/SLC27A6/SLC16A7/FABP3/IL1B/SLC27A1/SLC6A11/SSTR4/STRA6/SLC16A3/TNFRSF11A/SLC10A4/DRD2/ACSL1/SLC16A1/SLC6A1/ACE/PROCA1/MFSD2A/SLC16A4/TRH/LEP/PLA2G6/RXRA/PLA2G2A/NF1/NMB/OC90/SLC5A8/PLA2G10/CEACAM1/P2RX7/APOE/SLC6A8/CD36/SLC27A2/PLA2G4F/AKR1C4,47
